COUNT,POPULATION,SEX,SITE,YEAR
239,112783993,Female,Mixed glioma,2007
263,114027722,Female,Mixed glioma,2008
286,115293599,Female,Mixed glioma,2009
270,116616265,Female,Mixed glioma,2010
272,117908205,Female,Mixed glioma,2011
242,119171985,Female,Mixed glioma,2012
248,120333643,Female,Mixed glioma,2013
199,121537081,Female,Mixed glioma,2014
130,122685213,Female,Mixed glioma,2015
42,123817960,Female,Mixed glioma,2016
31,124879836,Female,Mixed glioma,2017
687,109112165,Female,"Neoplasm, unspecified",2004
703,109112165,Female,"Neoplasm, unspecified",2004
869,110320645,Female,"Neoplasm, unspecified",2005
719,110320645,Female,"Neoplasm, unspecified",2005
803,111567226,Female,"Neoplasm, unspecified",2006
721,111567226,Female,"Neoplasm, unspecified",2006
836,112783993,Female,"Neoplasm, unspecified",2007
652,112783993,Female,"Neoplasm, unspecified",2007
835,114027722,Female,"Neoplasm, unspecified",2008
751,114027722,Female,"Neoplasm, unspecified",2008
919,115293599,Female,"Neoplasm, unspecified",2009
785,115293599,Female,"Neoplasm, unspecified",2009
819,116616265,Female,"Neoplasm, unspecified",2010
650,116616265,Female,"Neoplasm, unspecified",2010
839,117908205,Female,"Neoplasm, unspecified",2011
647,117908205,Female,"Neoplasm, unspecified",2011
872,119171985,Female,"Neoplasm, unspecified",2012
654,119171985,Female,"Neoplasm, unspecified",2012
797,120333643,Female,"Neoplasm, unspecified",2013
664,120333643,Female,"Neoplasm, unspecified",2013
868,121537081,Female,"Neoplasm, unspecified",2014
738,121537081,Female,"Neoplasm, unspecified",2014
837,122685213,Female,"Neoplasm, unspecified",2015
726,122685213,Female,"Neoplasm, unspecified",2015
757,123817960,Female,"Neoplasm, unspecified",2016
601,123817960,Female,"Neoplasm, unspecified",2016
699,124879836,Female,"Neoplasm, unspecified",2017
653,124879836,Female,"Neoplasm, unspecified",2017
2555,109112165,Female,"Nerve sheath, benign and malignant",2004
19,109112165,Female,"Nerve sheath, benign and malignant",2004
2827,110320645,Female,"Nerve sheath, benign and malignant",2005
22,110320645,Female,"Nerve sheath, benign and malignant",2005
2949,111567226,Female,"Nerve sheath, benign and malignant",2006
22,111567226,Female,"Nerve sheath, benign and malignant",2006
2953,112783993,Female,"Nerve sheath, benign and malignant",2007
39,112783993,Female,"Nerve sheath, benign and malignant",2007
3079,114027722,Female,"Nerve sheath, benign and malignant",2008
26,114027722,Female,"Nerve sheath, benign and malignant",2008
3235,115293599,Female,"Nerve sheath, benign and malignant",2009
16,115293599,Female,"Nerve sheath, benign and malignant",2009
3034,116616265,Female,"Nerve sheath, benign and malignant",2010
22,116616265,Female,"Nerve sheath, benign and malignant",2010
3278,117908205,Female,"Nerve sheath, benign and malignant",2011
20,117908205,Female,"Nerve sheath, benign and malignant",2011
3472,119171985,Female,"Nerve sheath, benign and malignant",2012
26,119171985,Female,"Nerve sheath, benign and malignant",2012
3626,120333643,Female,"Nerve sheath, benign and malignant",2013
22,120333643,Female,"Nerve sheath, benign and malignant",2013
3747,121537081,Female,"Nerve sheath, benign and malignant",2014
17,121537081,Female,"Nerve sheath, benign and malignant",2014
3772,122685213,Female,"Nerve sheath, benign and malignant",2015
23,122685213,Female,"Nerve sheath, benign and malignant",2015
3644,123817960,Female,"Nerve sheath, benign and malignant",2016
25,123817960,Female,"Nerve sheath, benign and malignant",2016
3402,124879836,Female,"Nerve sheath, benign and malignant",2017
19,124879836,Female,"Nerve sheath, benign and malignant",2017
19,109112165,Female,Neuroepithelial,2004
23,110320645,Female,Neuroepithelial,2005
16,111567226,Female,Neuroepithelial,2006
20,112783993,Female,Neuroepithelial,2007
27,114027722,Female,Neuroepithelial,2008
21,115293599,Female,Neuroepithelial,2009
26,116616265,Female,Neuroepithelial,2010
23,117908205,Female,Neuroepithelial,2011
27,119171985,Female,Neuroepithelial,2012
21,120333643,Female,Neuroepithelial,2013
22,121537081,Female,Neuroepithelial,2014
37,122685213,Female,Neuroepithelial,2015
22,123817960,Female,Neuroepithelial,2016
154,109112165,Female,"Neuronal/glial, neuronal",2004
184,110320645,Female,"Neuronal/glial, neuronal",2005
19,110320645,Female,"Neuronal/glial, neuronal",2005
187,111567226,Female,"Neuronal/glial, neuronal",2006
18,111567226,Female,"Neuronal/glial, neuronal",2006
205,112783993,Female,"Neuronal/glial, neuronal",2007
23,112783993,Female,"Neuronal/glial, neuronal",2007
203,114027722,Female,"Neuronal/glial, neuronal",2008
24,114027722,Female,"Neuronal/glial, neuronal",2008
222,115293599,Female,"Neuronal/glial, neuronal",2009
21,115293599,Female,"Neuronal/glial, neuronal",2009
248,116616265,Female,"Neuronal/glial, neuronal",2010
19,116616265,Female,"Neuronal/glial, neuronal",2010
239,117908205,Female,"Neuronal/glial, neuronal",2011
18,117908205,Female,"Neuronal/glial, neuronal",2011
211,119171985,Female,"Neuronal/glial, neuronal",2012
20,119171985,Female,"Neuronal/glial, neuronal",2012
182,120333643,Female,"Neuronal/glial, neuronal",2013
234,121537081,Female,"Neuronal/glial, neuronal",2014
226,122685213,Female,"Neuronal/glial, neuronal",2015
236,123817960,Female,"Neuronal/glial, neuronal",2016
27,123817960,Female,"Neuronal/glial, neuronal",2016
250,124879836,Female,"Neuronal/glial, neuronal",2017
21,124879836,Female,"Neuronal/glial, neuronal",2017
355,109112165,Female,Oligodendroglioma,2004
361,110320645,Female,Oligodendroglioma,2005
379,111567226,Female,Oligodendroglioma,2006
373,112783993,Female,Oligodendroglioma,2007
364,114027722,Female,Oligodendroglioma,2008
364,115293599,Female,Oligodendroglioma,2009
330,116616265,Female,Oligodendroglioma,2010
321,117908205,Female,Oligodendroglioma,2011
296,119171985,Female,Oligodendroglioma,2012
343,120333643,Female,Oligodendroglioma,2013
305,121537081,Female,Oligodendroglioma,2014
307,122685213,Female,Oligodendroglioma,2015
329,123817960,Female,Oligodendroglioma,2016
308,124879836,Female,Oligodendroglioma,2017
68,109112165,Female,Other mesenchymal,2004
26,109112165,Female,Other mesenchymal,2004
83,110320645,Female,Other mesenchymal,2005
27,110320645,Female,Other mesenchymal,2005
87,111567226,Female,Other mesenchymal,2006
28,111567226,Female,Other mesenchymal,2006
83,112783993,Female,Other mesenchymal,2007
38,112783993,Female,Other mesenchymal,2007
103,114027722,Female,Other mesenchymal,2008
51,114027722,Female,Other mesenchymal,2008
96,115293599,Female,Other mesenchymal,2009
25,115293599,Female,Other mesenchymal,2009
95,116616265,Female,Other mesenchymal,2010
35,116616265,Female,Other mesenchymal,2010
92,117908205,Female,Other mesenchymal,2011
31,117908205,Female,Other mesenchymal,2011
108,119171985,Female,Other mesenchymal,2012
39,119171985,Female,Other mesenchymal,2012
104,120333643,Female,Other mesenchymal,2013
40,120333643,Female,Other mesenchymal,2013
94,121537081,Female,Other mesenchymal,2014
33,121537081,Female,Other mesenchymal,2014
91,122685213,Female,Other mesenchymal,2015
37,122685213,Female,Other mesenchymal,2015
78,123817960,Female,Other mesenchymal,2016
39,123817960,Female,Other mesenchymal,2016
103,124879836,Female,Other mesenchymal,2017
60,124879836,Female,Other mesenchymal,2017
125,109112165,Female,Pilocytic astrocytoma,2004
150,110320645,Female,Pilocytic astrocytoma,2005
148,111567226,Female,Pilocytic astrocytoma,2006
165,112783993,Female,Pilocytic astrocytoma,2007
145,114027722,Female,Pilocytic astrocytoma,2008
135,115293599,Female,Pilocytic astrocytoma,2009
166,116616265,Female,Pilocytic astrocytoma,2010
161,117908205,Female,Pilocytic astrocytoma,2011
122,119171985,Female,Pilocytic astrocytoma,2012
156,120333643,Female,Pilocytic astrocytoma,2013
147,121537081,Female,Pilocytic astrocytoma,2014
145,122685213,Female,Pilocytic astrocytoma,2015
136,123817960,Female,Pilocytic astrocytoma,2016
124,124879836,Female,Pilocytic astrocytoma,2017
18,109112165,Female,Pineal parenchymal,2004
16,109112165,Female,Pineal parenchymal,2004
34,110320645,Female,Pineal parenchymal,2005
28,111567226,Female,Pineal parenchymal,2006
22,111567226,Female,Pineal parenchymal,2006
32,112783993,Female,Pineal parenchymal,2007
27,112783993,Female,Pineal parenchymal,2007
45,114027722,Female,Pineal parenchymal,2008
22,114027722,Female,Pineal parenchymal,2008
31,115293599,Female,Pineal parenchymal,2009
29,115293599,Female,Pineal parenchymal,2009
42,116616265,Female,Pineal parenchymal,2010
23,116616265,Female,Pineal parenchymal,2010
46,117908205,Female,Pineal parenchymal,2011
26,117908205,Female,Pineal parenchymal,2011
36,119171985,Female,Pineal parenchymal,2012
22,119171985,Female,Pineal parenchymal,2012
54,120333643,Female,Pineal parenchymal,2013
34,120333643,Female,Pineal parenchymal,2013
44,121537081,Female,Pineal parenchymal,2014
18,121537081,Female,Pineal parenchymal,2014
51,122685213,Female,Pineal parenchymal,2015
31,122685213,Female,Pineal parenchymal,2015
35,123817960,Female,Pineal parenchymal,2016
28,123817960,Female,Pineal parenchymal,2016
36,124879836,Female,Pineal parenchymal,2017
25,124879836,Female,Pineal parenchymal,2017
4127,109112165,Female,Pituitary,2004
25,109112165,Female,Pituitary,2004
4808,110320645,Female,Pituitary,2005
24,110320645,Female,Pituitary,2005
5291,111567226,Female,Pituitary,2006
5493,112783993,Female,Pituitary,2007
5923,114027722,Female,Pituitary,2008
6520,115293599,Female,Pituitary,2009
17,115293599,Female,Pituitary,2009
6516,116616265,Female,Pituitary,2010
16,116616265,Female,Pituitary,2010
6703,117908205,Female,Pituitary,2011
7126,119171985,Female,Pituitary,2012
7051,120333643,Female,Pituitary,2013
7169,121537081,Female,Pituitary,2014
7408,122685213,Female,Pituitary,2015
7331,123817960,Female,Pituitary,2016
7320,124879836,Female,Pituitary,2017
2555,109112165,Female,Tumors of Cranial and Spinal Nerves,2004
19,109112165,Female,Tumors of Cranial and Spinal Nerves,2004
2830,110320645,Female,Tumors of Cranial and Spinal Nerves,2005
22,110320645,Female,Tumors of Cranial and Spinal Nerves,2005
2950,111567226,Female,Tumors of Cranial and Spinal Nerves,2006
22,111567226,Female,Tumors of Cranial and Spinal Nerves,2006
2954,112783993,Female,Tumors of Cranial and Spinal Nerves,2007
39,112783993,Female,Tumors of Cranial and Spinal Nerves,2007
3081,114027722,Female,Tumors of Cranial and Spinal Nerves,2008
26,114027722,Female,Tumors of Cranial and Spinal Nerves,2008
3238,115293599,Female,Tumors of Cranial and Spinal Nerves,2009
16,115293599,Female,Tumors of Cranial and Spinal Nerves,2009
3037,116616265,Female,Tumors of Cranial and Spinal Nerves,2010
22,116616265,Female,Tumors of Cranial and Spinal Nerves,2010
3280,117908205,Female,Tumors of Cranial and Spinal Nerves,2011
20,117908205,Female,Tumors of Cranial and Spinal Nerves,2011
3472,119171985,Female,Tumors of Cranial and Spinal Nerves,2012
26,119171985,Female,Tumors of Cranial and Spinal Nerves,2012
3627,120333643,Female,Tumors of Cranial and Spinal Nerves,2013
22,120333643,Female,Tumors of Cranial and Spinal Nerves,2013
3753,121537081,Female,Tumors of Cranial and Spinal Nerves,2014
17,121537081,Female,Tumors of Cranial and Spinal Nerves,2014
3775,122685213,Female,Tumors of Cranial and Spinal Nerves,2015
23,122685213,Female,Tumors of Cranial and Spinal Nerves,2015
3648,123817960,Female,Tumors of Cranial and Spinal Nerves,2016
25,123817960,Female,Tumors of Cranial and Spinal Nerves,2016
3403,124879836,Female,Tumors of Cranial and Spinal Nerves,2017
19,124879836,Female,Tumors of Cranial and Spinal Nerves,2017
381,109112165,Female,Tumors of Neuroepthelial Tissue,2004
7059,109112165,Female,Tumors of Neuroepthelial Tissue,2004
442,110320645,Female,Tumors of Neuroepthelial Tissue,2005
7147,110320645,Female,Tumors of Neuroepthelial Tissue,2005
484,111567226,Female,Tumors of Neuroepthelial Tissue,2006
7230,111567226,Female,Tumors of Neuroepthelial Tissue,2006
484,112783993,Female,Tumors of Neuroepthelial Tissue,2007
7394,112783993,Female,Tumors of Neuroepthelial Tissue,2007
489,114027722,Female,Tumors of Neuroepthelial Tissue,2008
7422,114027722,Female,Tumors of Neuroepthelial Tissue,2008
513,115293599,Female,Tumors of Neuroepthelial Tissue,2009
7622,115293599,Female,Tumors of Neuroepthelial Tissue,2009
547,116616265,Female,Tumors of Neuroepthelial Tissue,2010
7600,116616265,Female,Tumors of Neuroepthelial Tissue,2010
560,117908205,Female,Tumors of Neuroepthelial Tissue,2011
7556,117908205,Female,Tumors of Neuroepthelial Tissue,2011
541,119171985,Female,Tumors of Neuroepthelial Tissue,2012
7795,119171985,Female,Tumors of Neuroepthelial Tissue,2012
525,120333643,Female,Tumors of Neuroepthelial Tissue,2013
7892,120333643,Female,Tumors of Neuroepthelial Tissue,2013
593,121537081,Female,Tumors of Neuroepthelial Tissue,2014
7611,121537081,Female,Tumors of Neuroepthelial Tissue,2014
602,122685213,Female,Tumors of Neuroepthelial Tissue,2015
8078,122685213,Female,Tumors of Neuroepthelial Tissue,2015
570,123817960,Female,Tumors of Neuroepthelial Tissue,2016
8050,123817960,Female,Tumors of Neuroepthelial Tissue,2016
567,124879836,Female,Tumors of Neuroepthelial Tissue,2017
7905,124879836,Female,Tumors of Neuroepthelial Tissue,2017
4331,109112165,Female,Tumors of Sellar Region,2004
25,109112165,Female,Tumors of Sellar Region,2004
4993,110320645,Female,Tumors of Sellar Region,2005
25,110320645,Female,Tumors of Sellar Region,2005
5492,111567226,Female,Tumors of Sellar Region,2006
5713,112783993,Female,Tumors of Sellar Region,2007
6148,114027722,Female,Tumors of Sellar Region,2008
6750,115293599,Female,Tumors of Sellar Region,2009
18,115293599,Female,Tumors of Sellar Region,2009
6754,116616265,Female,Tumors of Sellar Region,2010
16,116616265,Female,Tumors of Sellar Region,2010
6924,117908205,Female,Tumors of Sellar Region,2011
7350,119171985,Female,Tumors of Sellar Region,2012
7295,120333643,Female,Tumors of Sellar Region,2013
16,120333643,Female,Tumors of Sellar Region,2013
7392,121537081,Female,Tumors of Sellar Region,2014
7643,122685213,Female,Tumors of Sellar Region,2015
7546,123817960,Female,Tumors of Sellar Region,2016
7551,124879836,Female,Tumors of Sellar Region,2017
14428,109112165,Female,Tumors of the Meninges,2004
298,109112165,Female,Tumors of the Meninges,2004
16537,110320645,Female,Tumors of the Meninges,2005
307,110320645,Female,Tumors of the Meninges,2005
17577,111567226,Female,Tumors of the Meninges,2006
283,111567226,Female,Tumors of the Meninges,2006
18479,112783993,Female,Tumors of the Meninges,2007
310,112783993,Female,Tumors of the Meninges,2007
19786,114027722,Female,Tumors of the Meninges,2008
269,114027722,Female,Tumors of the Meninges,2008
21383,115293599,Female,Tumors of the Meninges,2009
227,115293599,Female,Tumors of the Meninges,2009
20954,116616265,Female,Tumors of the Meninges,2010
241,116616265,Female,Tumors of the Meninges,2010
21356,117908205,Female,Tumors of the Meninges,2011
217,117908205,Female,Tumors of the Meninges,2011
22152,119171985,Female,Tumors of the Meninges,2012
241,119171985,Female,Tumors of the Meninges,2012
22528,120333643,Female,Tumors of the Meninges,2013
267,120333643,Female,Tumors of the Meninges,2013
23303,121537081,Female,Tumors of the Meninges,2014
256,121537081,Female,Tumors of the Meninges,2014
24175,122685213,Female,Tumors of the Meninges,2015
237,122685213,Female,Tumors of the Meninges,2015
24528,123817960,Female,Tumors of the Meninges,2016
206,123817960,Female,Tumors of the Meninges,2016
24438,124879836,Female,Tumors of the Meninges,2017
235,124879836,Female,Tumors of the Meninges,2017
926,109112165,Female,Unclassified Tumors,2004
709,109112165,Female,Unclassified Tumors,2004
1159,110320645,Female,Unclassified Tumors,2005
723,110320645,Female,Unclassified Tumors,2005
1130,111567226,Female,Unclassified Tumors,2006
726,111567226,Female,Unclassified Tumors,2006
1208,112783993,Female,Unclassified Tumors,2007
655,112783993,Female,Unclassified Tumors,2007
1310,114027722,Female,Unclassified Tumors,2008
765,114027722,Female,Unclassified Tumors,2008
1446,115293599,Female,Unclassified Tumors,2009
792,115293599,Female,Unclassified Tumors,2009
1477,116616265,Female,Unclassified Tumors,2010
657,116616265,Female,Unclassified Tumors,2010
1558,117908205,Female,Unclassified Tumors,2011
653,117908205,Female,Unclassified Tumors,2011
1588,119171985,Female,Unclassified Tumors,2012
659,119171985,Female,Unclassified Tumors,2012
1524,120333643,Female,Unclassified Tumors,2013
668,120333643,Female,Unclassified Tumors,2013
1517,121537081,Female,Unclassified Tumors,2014
745,121537081,Female,Unclassified Tumors,2014
1406,122685213,Female,Unclassified Tumors,2015
734,122685213,Female,Unclassified Tumors,2015
1285,123817960,Female,Unclassified Tumors,2016
607,123817960,Female,Unclassified Tumors,2016
1175,124879836,Female,Unclassified Tumors,2017
661,124879836,Female,Unclassified Tumors,2017
54,109112165,Female,Unique astrocytoma variants,2004
18,109112165,Female,Unique astrocytoma variants,2004
43,110320645,Female,Unique astrocytoma variants,2005
23,110320645,Female,Unique astrocytoma variants,2005
49,111567226,Female,Unique astrocytoma variants,2006
24,111567226,Female,Unique astrocytoma variants,2006
62,112783993,Female,Unique astrocytoma variants,2007
19,112783993,Female,Unique astrocytoma variants,2007
59,114027722,Female,Unique astrocytoma variants,2008
22,114027722,Female,Unique astrocytoma variants,2008
75,115293599,Female,Unique astrocytoma variants,2009
29,115293599,Female,Unique astrocytoma variants,2009
70,116616265,Female,Unique astrocytoma variants,2010
20,116616265,Female,Unique astrocytoma variants,2010
81,117908205,Female,Unique astrocytoma variants,2011
29,117908205,Female,Unique astrocytoma variants,2011
101,119171985,Female,Unique astrocytoma variants,2012
31,119171985,Female,Unique astrocytoma variants,2012
96,120333643,Female,Unique astrocytoma variants,2013
30,120333643,Female,Unique astrocytoma variants,2013
100,121537081,Female,Unique astrocytoma variants,2014
38,121537081,Female,Unique astrocytoma variants,2014
103,122685213,Female,Unique astrocytoma variants,2015
23,122685213,Female,Unique astrocytoma variants,2015
104,123817960,Female,Unique astrocytoma variants,2016
36,123817960,Female,Unique astrocytoma variants,2016
87,124879836,Female,Unique astrocytoma variants,2017
28,124879836,Female,Unique astrocytoma variants,2017
22,106947980,Male,All other,2008
18,110844094,Male,All other,2011
24,110844094,Male,All other,2011
21,112218652,Male,All other,2012
19,113477293,Male,All other,2013
28,113477293,Male,All other,2013
27,114741253,Male,All other,2014
25,115974555,Male,All other,2015
26,115974555,Male,All other,2015
43,117142413,Male,All other,2016
26,117142413,Male,All other,2016
38,118201255,Male,All other,2017
23,118201255,Male,All other,2017
671,101938779,Male,Anaplastic astrocytoma,2004
700,103190694,Male,Anaplastic astrocytoma,2005
699,104488268,Male,Anaplastic astrocytoma,2006
673,105697783,Male,Anaplastic astrocytoma,2007
709,106947980,Male,Anaplastic astrocytoma,2008
713,108197539,Male,Anaplastic astrocytoma,2009
707,109527917,Male,Anaplastic astrocytoma,2010
709,110844094,Male,Anaplastic astrocytoma,2011
751,112218652,Male,Anaplastic astrocytoma,2012
789,113477293,Male,Anaplastic astrocytoma,2013
787,114741253,Male,Anaplastic astrocytoma,2014
778,115974555,Male,Anaplastic astrocytoma,2015
823,117142413,Male,Anaplastic astrocytoma,2016
770,118201255,Male,Anaplastic astrocytoma,2017
211,101938779,Male,Anaplastic oligodendroglioma,2004
210,103190694,Male,Anaplastic oligodendroglioma,2005
217,104488268,Male,Anaplastic oligodendroglioma,2006
183,105697783,Male,Anaplastic oligodendroglioma,2007
189,106947980,Male,Anaplastic oligodendroglioma,2008
189,108197539,Male,Anaplastic oligodendroglioma,2009
194,109527917,Male,Anaplastic oligodendroglioma,2010
182,110844094,Male,Anaplastic oligodendroglioma,2011
188,112218652,Male,Anaplastic oligodendroglioma,2012
220,113477293,Male,Anaplastic oligodendroglioma,2013
202,114741253,Male,Anaplastic oligodendroglioma,2014
189,115974555,Male,Anaplastic oligodendroglioma,2015
201,117142413,Male,Anaplastic oligodendroglioma,2016
230,118201255,Male,Anaplastic oligodendroglioma,2017
637,101938779,Male,"Astrocytoma, NOS",2004
634,103190694,Male,"Astrocytoma, NOS",2005
649,104488268,Male,"Astrocytoma, NOS",2006
625,105697783,Male,"Astrocytoma, NOS",2007
626,106947980,Male,"Astrocytoma, NOS",2008
574,108197539,Male,"Astrocytoma, NOS",2009
615,109527917,Male,"Astrocytoma, NOS",2010
581,110844094,Male,"Astrocytoma, NOS",2011
558,112218652,Male,"Astrocytoma, NOS",2012
564,113477293,Male,"Astrocytoma, NOS",2013
599,114741253,Male,"Astrocytoma, NOS",2014
673,115974555,Male,"Astrocytoma, NOS",2015
680,117142413,Male,"Astrocytoma, NOS",2016
689,118201255,Male,"Astrocytoma, NOS",2017
24,101938779,Male,Choroid plexus,2004
37,103190694,Male,Choroid plexus,2005
26,104488268,Male,Choroid plexus,2006
34,105697783,Male,Choroid plexus,2007
27,106947980,Male,Choroid plexus,2008
29,108197539,Male,Choroid plexus,2009
36,109527917,Male,Choroid plexus,2010
32,110844094,Male,Choroid plexus,2011
34,112218652,Male,Choroid plexus,2012
30,113477293,Male,Choroid plexus,2013
41,114741253,Male,Choroid plexus,2014
37,115974555,Male,Choroid plexus,2015
31,117142413,Male,Choroid plexus,2016
48,118201255,Male,Choroid plexus,2017
185,101938779,Male,Craniopharyngioma,2004
231,103190694,Male,Craniopharyngioma,2005
191,104488268,Male,Craniopharyngioma,2006
200,105697783,Male,Craniopharyngioma,2007
198,106947980,Male,Craniopharyngioma,2008
202,108197539,Male,Craniopharyngioma,2009
202,109527917,Male,Craniopharyngioma,2010
196,110844094,Male,Craniopharyngioma,2011
216,112218652,Male,Craniopharyngioma,2012
227,113477293,Male,Craniopharyngioma,2013
203,114741253,Male,Craniopharyngioma,2014
221,115974555,Male,Craniopharyngioma,2015
240,117142413,Male,Craniopharyngioma,2016
237,118201255,Male,Craniopharyngioma,2017
145,101938779,Male,Diffuse astrocytoma,2004
150,103190694,Male,Diffuse astrocytoma,2005
200,104488268,Male,Diffuse astrocytoma,2006
185,105697783,Male,Diffuse astrocytoma,2007
210,106947980,Male,Diffuse astrocytoma,2008
208,108197539,Male,Diffuse astrocytoma,2009
187,109527917,Male,Diffuse astrocytoma,2010
137,110844094,Male,Diffuse astrocytoma,2011
113,112218652,Male,Diffuse astrocytoma,2012
103,113477293,Male,Diffuse astrocytoma,2013
69,114741253,Male,Diffuse astrocytoma,2014
49,115974555,Male,Diffuse astrocytoma,2015
23,117142413,Male,Diffuse astrocytoma,2016
98,101938779,Male,Embryonal/primitive/medulloblastoma,2004
105,103190694,Male,Embryonal/primitive/medulloblastoma,2005
97,104488268,Male,Embryonal/primitive/medulloblastoma,2006
124,105697783,Male,Embryonal/primitive/medulloblastoma,2007
123,106947980,Male,Embryonal/primitive/medulloblastoma,2008
133,108197539,Male,Embryonal/primitive/medulloblastoma,2009
125,109527917,Male,Embryonal/primitive/medulloblastoma,2010
118,110844094,Male,Embryonal/primitive/medulloblastoma,2011
93,112218652,Male,Embryonal/primitive/medulloblastoma,2012
97,113477293,Male,Embryonal/primitive/medulloblastoma,2013
106,114741253,Male,Embryonal/primitive/medulloblastoma,2014
99,115974555,Male,Embryonal/primitive/medulloblastoma,2015
119,117142413,Male,Embryonal/primitive/medulloblastoma,2016
97,118201255,Male,Embryonal/primitive/medulloblastoma,2017
141,101938779,Male,Ependymoma variants,2004
150,103190694,Male,Ependymoma variants,2005
161,104488268,Male,Ependymoma variants,2006
136,105697783,Male,Ependymoma variants,2007
145,106947980,Male,Ependymoma variants,2008
147,108197539,Male,Ependymoma variants,2009
155,109527917,Male,Ependymoma variants,2010
151,110844094,Male,Ependymoma variants,2011
163,112218652,Male,Ependymoma variants,2012
157,113477293,Male,Ependymoma variants,2013
167,114741253,Male,Ependymoma variants,2014
158,115974555,Male,Ependymoma variants,2015
169,117142413,Male,Ependymoma variants,2016
152,118201255,Male,Ependymoma variants,2017
302,101938779,Male,Ependymoma/anaplastic ependymoma,2004
300,103190694,Male,Ependymoma/anaplastic ependymoma,2005
291,104488268,Male,Ependymoma/anaplastic ependymoma,2006
289,105697783,Male,Ependymoma/anaplastic ependymoma,2007
320,106947980,Male,Ependymoma/anaplastic ependymoma,2008
337,108197539,Male,Ependymoma/anaplastic ependymoma,2009
331,109527917,Male,Ependymoma/anaplastic ependymoma,2010
297,110844094,Male,Ependymoma/anaplastic ependymoma,2011
327,112218652,Male,Ependymoma/anaplastic ependymoma,2012
301,113477293,Male,Ependymoma/anaplastic ependymoma,2013
22,114741253,Male,Ependymoma/anaplastic ependymoma,2014
322,114741253,Male,Ependymoma/anaplastic ependymoma,2014
306,115974555,Male,Ependymoma/anaplastic ependymoma,2015
319,117142413,Male,Ependymoma/anaplastic ependymoma,2016
294,118201255,Male,Ependymoma/anaplastic ependymoma,2017
21,101938779,Male,Germ Cell Tumors,2004
42,101938779,Male,Germ Cell Tumors,2004
32,103190694,Male,Germ Cell Tumors,2005
54,103190694,Male,Germ Cell Tumors,2005
29,104488268,Male,Germ Cell Tumors,2006
46,104488268,Male,Germ Cell Tumors,2006
34,105697783,Male,Germ Cell Tumors,2007
76,105697783,Male,Germ Cell Tumors,2007
33,106947980,Male,Germ Cell Tumors,2008
53,106947980,Male,Germ Cell Tumors,2008
35,108197539,Male,Germ Cell Tumors,2009
36,108197539,Male,Germ Cell Tumors,2009
26,109527917,Male,Germ Cell Tumors,2010
56,109527917,Male,Germ Cell Tumors,2010
24,110844094,Male,Germ Cell Tumors,2011
60,110844094,Male,Germ Cell Tumors,2011
32,112218652,Male,Germ Cell Tumors,2012
42,112218652,Male,Germ Cell Tumors,2012
25,113477293,Male,Germ Cell Tumors,2013
46,113477293,Male,Germ Cell Tumors,2013
26,114741253,Male,Germ Cell Tumors,2014
62,114741253,Male,Germ Cell Tumors,2014
28,115974555,Male,Germ Cell Tumors,2015
55,115974555,Male,Germ Cell Tumors,2015
30,117142413,Male,Germ Cell Tumors,2016
67,117142413,Male,Germ Cell Tumors,2016
27,118201255,Male,Germ Cell Tumors,2017
59,118201255,Male,Germ Cell Tumors,2017
5467,101938779,Male,Glioblastoma,2004
5544,103190694,Male,Glioblastoma,2005
5508,104488268,Male,Glioblastoma,2006
5820,105697783,Male,Glioblastoma,2007
6009,106947980,Male,Glioblastoma,2008
6014,108197539,Male,Glioblastoma,2009
6122,109527917,Male,Glioblastoma,2010
6304,110844094,Male,Glioblastoma,2011
6525,112218652,Male,Glioblastoma,2012
6639,113477293,Male,Glioblastoma,2013
6794,114741253,Male,Glioblastoma,2014
6881,115974555,Male,Glioblastoma,2015
7174,117142413,Male,Glioblastoma,2016
7226,118201255,Male,Glioblastoma,2017
422,101938779,Male,"Glioma malignant, NOS",2004
442,103190694,Male,"Glioma malignant, NOS",2005
445,104488268,Male,"Glioma malignant, NOS",2006
463,105697783,Male,"Glioma malignant, NOS",2007
16,106947980,Male,"Glioma malignant, NOS",2008
478,106947980,Male,"Glioma malignant, NOS",2008
456,108197539,Male,"Glioma malignant, NOS",2009
409,109527917,Male,"Glioma malignant, NOS",2010
17,110844094,Male,"Glioma malignant, NOS",2011
490,110844094,Male,"Glioma malignant, NOS",2011
486,112218652,Male,"Glioma malignant, NOS",2012
459,113477293,Male,"Glioma malignant, NOS",2013
496,114741253,Male,"Glioma malignant, NOS",2014
21,115974555,Male,"Glioma malignant, NOS",2015
481,115974555,Male,"Glioma malignant, NOS",2015
29,117142413,Male,"Glioma malignant, NOS",2016
525,117142413,Male,"Glioma malignant, NOS",2016
16,118201255,Male,"Glioma malignant, NOS",2017
573,118201255,Male,"Glioma malignant, NOS",2017
250,101938779,Male,Hemangioblastoma,2004
286,103190694,Male,Hemangioblastoma,2005
276,104488268,Male,Hemangioblastoma,2006
257,105697783,Male,Hemangioblastoma,2007
288,106947980,Male,Hemangioblastoma,2008
273,108197539,Male,Hemangioblastoma,2009
304,109527917,Male,Hemangioblastoma,2010
277,110844094,Male,Hemangioblastoma,2011
282,112218652,Male,Hemangioblastoma,2012
274,113477293,Male,Hemangioblastoma,2013
275,114741253,Male,Hemangioblastoma,2014
